srcip,dstip,proto,bytes_r,bytes_r_max,bytes_s,bytes_s_max,first,last,pkts_r,pkts_r_max,pkts_s,pkts_s_max,count,activity,ss_time,service
10.146.66.8,216.58.194.74,6,80,80,150,150,55:38.0,55:38.2,2,2,2,2,1,['play_music'],0.221731,spotify
10.146.66.8,31.13.93.12,6,3890,3890,1646,1646,31:49.6,31:50.4,12,12,14,14,1,['search_music'],0.845008,spotify
10.146.66.8,31.13.93.19,6,25231,12692,9151,5762,31:45.5,55:19.4,63,42,77,52,2,"['search_music', 'play_music']",1413.880073,spotify
10.146.66.8,31.13.93.35,6,8545,8545,101267,101267,31:46.8,32:52.0,58,58,114,114,1,['search_music'],65.162469,spotify
10.146.66.8,35.186.224.53,6,186989,134063,99480,87398,31:46.3,55:20.7,443,310,365,250,2,"['search_music', 'play_music']",1414.301972,spotify
10.146.66.8,185.151.204.6,6,25911,25911,12796,12796,40:20.9,40:27.7,51,51,73,73,1,['play_music'],6.792436,spotify
10.146.66.8,31.13.93.12,6,25606,25606,2712,2712,40:23.4,40:24.7,32,32,33,33,1,['play_music'],1.284489,spotify
10.146.66.8,31.13.93.19,6,12459,12459,5067,5067,40:19.6,40:21.6,33,33,39,39,1,['play_music'],1.994138,spotify
10.146.66.8,31.13.93.35,6,1639,1639,1746,1746,40:21.3,40:21.6,11,11,15,15,1,['play_music'],0.253101,spotify
10.146.66.8,35.186.224.53,6,32479,32479,6726,6726,40:20.6,40:23.1,69,69,57,57,1,['play_music'],2.495527,spotify
10.146.66.8,54.225.145.129,6,8134,8134,2191,2191,40:18.8,40:19.1,18,18,20,20,1,['play_music'],0.32862,spotify
10.145.23.178,143.204.158.115,6,80,80,166,166,42:05.3,42:05.6,2,2,2,2,1,['play_music'],0.368633,spotify
10.145.23.178,151.101.48.246,6,130699,130699,5030,5030,38:29.7,38:30.0,129,129,77,77,1,['play_music'],0.379662,spotify
10.145.23.178,162.125.8.7,6,260,260,426,426,54:29.3,54:34.4,5,5,7,7,1,['play_music'],5.029379,spotify
10.145.23.178,172.217.1.228,6,80,80,225,225,42:04.9,42:05.6,2,2,3,3,1,['play_music'],0.73354,spotify
10.145.23.178,172.217.1.234,6,80,80,150,150,23:46.7,23:47.5,2,2,2,2,1,['play_music'],0.70434,spotify
10.145.23.178,172.217.12.74,6,40,40,75,75,23:45.7,23:45.7,1,1,1,1,1,['play_music'],0.027685,spotify
10.145.23.178,185.151.204.13,6,10164,10164,7881,7881,54:29.3,54:32.3,27,27,41,41,1,['play_music'],2.929353,spotify
10.145.23.178,185.151.204.14,6,24785,24785,12728,12728,23:22.2,23:28.7,51,51,72,72,1,['play_music'],6.512711,spotify
10.145.23.178,185.151.204.7,6,20432,14006,15749,8060,38:28.1,41:48.0,56,29,81,43,2,"['play_music', 'play_music']",199.854645,spotify
10.145.23.178,194.103.10.65,6,2755881,2755881,13867,13867,38:35.3,38:36.3,2189,2189,224,224,1,['play_music'],1.00488,spotify
10.145.23.178,216.58.193.138,6,6657,6657,4763,4763,42:08.3,42:08.6,13,13,13,13,1,['play_music'],0.351263,spotify
10.145.23.178,31.13.93.19,6,45876,12322,13016,3337,23:21.7,54:30.2,82,22,91,24,4,"['play_music', 'play_music', 'play_music', 'play_music']",1868.445679,spotify
10.145.23.178,35.186.224.53,6,309471,171195,43780,12742,23:23.0,54:31.5,520,193,413,144,4,"['play_music', 'play_music', 'play_music', 'play_music']",1868.439425,spotify
10.145.23.178,13.33.112.178,6,40,40,83,83,35:18.6,35:18.6,1,1,1,1,1,['search_music'],0.009435,spotify
10.145.23.178,151.101.48.246,6,1368217,1368217,44311,44311,35:29.8,36:53.6,1156,1156,661,661,1,['search_music'],83.753802,spotify
10.145.23.178,172.217.1.228,6,40,40,75,75,35:18.3,35:18.3,1,1,1,1,1,['search_music'],0.009346,spotify
10.145.23.178,172.217.1.238,6,80,80,150,150,35:26.7,35:27.4,2,2,2,2,1,['search_music'],0.710015,spotify
10.145.23.178,172.217.2.226,6,40,40,75,75,35:37.8,35:37.8,1,1,1,1,1,['search_music'],0.013077,spotify
10.145.23.178,172.217.2.238,6,40,40,75,75,35:30.1,35:30.1,1,1,1,1,1,['search_music'],0.01316,spotify
10.145.23.178,172.217.6.138,6,80,80,150,150,35:38.0,35:39.9,2,2,2,2,1,['search_music'],1.891692,spotify
10.145.23.178,185.151.204.11,6,11269,11269,7847,7847,02:57.5,03:00.4,26,26,40,40,1,['play_music'],2.880004,spotify
10.145.23.178,185.151.204.13,6,10216,10216,7948,7948,59:46.2,59:49.2,28,28,42,42,1,['play_music'],2.998038,spotify
10.145.23.178,185.151.204.6,6,14006,14006,7667,7667,14:49.1,14:51.0,29,29,42,42,1,['play_music'],1.906556,spotify
10.145.23.178,185.151.204.9,6,32646,32646,18713,18713,35:22.4,36:47.5,67,67,97,97,1,['search_music'],85.031791,spotify
10.145.23.178,216.58.194.106,6,355476,355476,21967,21967,35:23.7,35:37.7,325,325,288,288,1,['search_music'],14.05107,spotify
10.145.23.178,23.21.50.225,6,8134,8134,2191,2191,59:44.4,59:44.8,18,18,20,20,1,['play_music'],0.305408,spotify
10.145.23.178,31.13.93.19,6,47538,13755,15963,5910,02:56.6,59:47.1,112,48,126,53,4,"['play_music', 'play_music', 'search_music', 'play_music']",3410.464128,spotify
10.145.23.178,31.13.93.26,6,13218,13218,1406,1406,36:27.2,36:27.3,17,17,14,14,1,['search_music'],0.128071,spotify
10.145.23.178,31.13.93.35,6,2656,2656,2274,2274,35:21.4,36:26.8,20,20,24,24,1,['search_music'],65.339651,spotify
10.145.23.178,31.13.93.63,6,3813,3813,6129,6129,35:35.0,36:40.7,30,30,34,34,1,['search_music'],65.69056,spotify
10.145.23.178,35.186.224.53,6,378242,254998,226756,198912,02:57.6,59:48.4,730,451,650,395,4,"['play_music', 'play_music', 'search_music', 'play_music']",3410.820014,spotify
10.145.23.178,162.125.8.7,6,156,156,187,187,50:57.6,50:57.6,3,3,3,3,1,['play_music'],0.009957,spotify
10.145.23.178,185.151.204.13,6,23545,23545,12722,12722,50:55.8,51:02.5,50,50,71,71,1,['play_music'],6.701975,spotify
10.145.23.178,31.13.93.19,6,12777,12777,3221,3221,50:55.2,50:56.7,20,20,22,22,1,['play_music'],1.58796,spotify
10.145.23.178,35.186.224.53,6,46787,46787,10289,10289,50:56.2,50:58.1,107,107,95,95,1,['play_music'],1.854579,spotify
10.145.31.196,104.244.42.193,6,4742,4742,3559,3559,05:44.9,05:45.6,11,11,13,13,1,['man_play_music'],0.655122,spotify
10.145.31.196,104.244.42.194,6,1062,1062,2705,2705,05:45.3,05:45.5,7,7,8,8,1,['man_play_music'],0.19534,spotify
10.145.31.196,151.101.48.246,6,13538802,13538802,199849,199849,05:45.9,07:43.6,11111,11111,3097,3097,1,['man_play_music'],117.773885,spotify
10.145.31.196,172.217.1.234,6,1710,1710,2568,2568,07:09.7,07:10.0,6,6,6,6,1,['man_play_music'],0.385293,spotify
10.145.31.196,172.217.9.138,6,1263,1263,1050,1050,07:09.4,07:09.5,5,5,2,2,1,['man_play_music'],0.033788,spotify
10.145.31.196,185.151.204.14,6,23337,23337,12097,12097,05:40.6,05:47.8,46,46,65,65,1,['man_play_music'],7.22743,spotify
10.145.31.196,23.23.107.225,6,8269,8269,2244,2244,05:39.4,06:45.3,20,20,21,21,1,['man_play_music'],65.900504,spotify
10.145.31.196,31.13.93.19,6,10803,10803,3449,3449,05:40.0,06:46.7,26,26,26,26,1,['man_play_music'],66.734806,spotify
10.145.31.196,35.186.224.53,6,67473,67473,19364,19364,05:41.2,07:33.5,198,198,141,141,1,['man_play_music'],112.321911,spotify
10.145.43.25,104.244.42.130,6,92001,44502,47505,18154,32:47.9,34:12.5,179,61,207,71,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",84.596341,twitter
10.145.43.25,104.244.42.134,6,19025,6519,5710,2005,32:47.9,34:10.2,36,14,36,13,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",82.275289,twitter
10.145.43.25,172.217.9.170,17,394,394,1622,1622,33:01.5,33:01.5,3,3,3,3,1,['scroll_feed'],0.043176,twitter
10.145.43.25,192.229.210.163,6,10137,5088,2084,1042,32:59.4,34:10.1,23,12,22,11,2,"['scroll_feed', 'scroll_feed']",70.693092,twitter
10.145.43.25,209.237.201.128,6,0,0,60,60,34:12.0,34:12.0,0,0,1,1,1,['scroll_feed'],0,twitter
10.145.43.25,69.195.161.128,6,0,0,60,60,33:01.2,33:01.2,0,0,1,1,1,['scroll_feed'],0,twitter
10.145.43.25,72.21.91.70,6,10421,5237,2318,1159,32:59.4,34:10.1,23,12,22,11,2,"['scroll_feed', 'scroll_feed']",70.696426,twitter
192.168.1.88,104.244.42.130,6,35142,35142,17755,17755,54:05.1,54:15.7,60,60,71,71,1,['scroll_feed'],10.574321,twitter
192.168.1.88,104.244.42.193,6,1800,1800,11078,11078,54:08.7,54:15.9,17,17,19,19,1,['scroll_feed'],7.202012,twitter
192.168.1.88,192.229.210.163,6,304116,304116,9035,9035,54:08.2,54:08.7,218,218,188,188,1,['scroll_feed'],0.528155,twitter
192.168.1.88,209.237.195.128,6,0,0,120,120,54:15.0,54:16.0,0,0,2,2,1,['scroll_feed'],1.001276,twitter
192.168.1.88,35.186.207.124,6,4555,4555,1290,1290,54:14.4,54:14.7,11,11,11,11,1,['scroll_feed'],0.324864,twitter
192.168.1.88,69.195.165.128,6,0,0,180,180,54:09.4,54:12.4,0,0,3,3,1,['scroll_feed'],3.010063,twitter
192.168.1.88,72.21.91.70,6,8617,8617,3121,3121,54:08.2,54:17.7,23,23,24,24,1,['scroll_feed'],9.523486,twitter
192.168.1.88,104.244.42.1,6,4898,4898,6515,6515,53:43.9,53:44.6,14,14,16,16,1,['scroll_feed'],0.646416,twitter
192.168.1.88,104.244.42.129,6,26057,5908,51286,16678,01:34.9,40:19.9,88,27,106,30,5,"['scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",2325.037144,twitter
192.168.1.88,104.244.42.130,6,307213,45533,172890,23539,34:11.4,47:54.9,587,83,694,96,9,"['post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",823.520325,twitter
192.168.1.88,104.244.42.131,6,52693,5566,19891,2241,01:36.5,53:45.4,103,12,114,13,10,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed']",3128.916605,twitter
192.168.1.88,104.244.42.134,6,6249,6249,1897,1897,01:31.8,01:32.1,11,11,11,11,1,['scroll_feed'],0.320547,twitter
192.168.1.88,104.244.42.194,6,129662,30833,96718,20710,29:07.5,53:49.9,289,67,352,81,5,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed']",1482.340747,twitter
192.168.1.88,104.244.42.195,6,15904,5303,6055,2021,34:15.5,53:42.9,30,10,33,11,3,"['post_tweet', 'scroll_feed', 'scroll_feed']",1167.412359,twitter
192.168.1.88,104.244.42.198,6,49960,6252,15196,1903,38:36.8,48:59.3,87,11,88,11,8,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",622.554089,twitter
192.168.1.88,104.244.42.2,6,224965,44654,142896,26902,59:59.0,24:08.9,428,77,510,91,7,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",1449.871703,twitter
192.168.1.88,104.244.42.3,6,15901,5304,6057,2020,21:03.3,29:12.6,30,10,33,11,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",489.322258,twitter
192.168.1.88,104.244.42.6,6,37510,6253,11462,1962,17:46.1,29:07.8,66,11,67,12,6,"['scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed']",681.782533,twitter
192.168.1.88,104.244.42.65,6,53543,5707,110433,14219,17:49.1,52:12.6,183,22,222,25,11,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed']",2063.576023,twitter
192.168.1.88,104.244.42.66,6,4305,4305,1069,1069,48:59.0,48:59.3,10,10,13,13,1,['scroll_feed'],0.280134,twitter
192.168.1.88,104.244.42.67,6,21201,5302,8074,2020,39:48.7,42:07.3,40,10,44,11,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",138.60731,twitter
192.168.1.88,104.244.42.70,6,25060,6304,7749,2053,34:11.4,53:38.7,45,12,47,14,4,"['post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",1167.369851,twitter
192.168.1.88,172.217.1.228,6,1986,1986,6811,6811,38:39.3,38:39.9,18,18,19,19,1,['scroll_feed'],0.574358,twitter
192.168.1.88,192.229.210.163,6,5266570,650354,155060,17723,59:59.6,53:45.7,3800,455,2978,383,20,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed']",3226.109337,twitter
192.168.1.88,209.237.193.128,6,13379,4601,4241,1534,18:44.4,44:07.8,33,13,36,13,3,"['scroll_feed', 'scroll_feed', 'post_tweet']",1523.433333,twitter
192.168.1.88,209.237.194.128,6,13788,4783,4033,1448,21:07.3,47:52.5,31,11,35,13,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",1605.214289,twitter
192.168.1.88,209.237.195.128,6,0,0,420,180,24:01.0,49:40.0,0,0,7,3,3,"['scroll_feed', 'post_tweet', 'scroll_feed']",1538.99371,twitter
192.168.1.88,209.237.196.128,6,13509,4503,3931,1345,01:35.6,42:08.0,30,10,34,12,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",2432.425935,twitter
192.168.1.88,209.237.197.128,6,0,0,360,180,18:16.7,34:17.5,0,0,6,3,2,"['post_tweet', 'post_tweet']",960.76224,twitter
192.168.1.88,209.237.198.128,6,27018,4503,7758,1294,18:16.3,53:45.9,60,10,66,11,6,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",2129.588969,twitter
192.168.1.88,209.237.200.128,6,9006,4503,2584,1293,18:46.4,44:08.1,20,10,22,11,2,"['scroll_feed', 'post_tweet']",1521.675715,twitter
192.168.1.88,209.237.201.128,6,0,0,540,180,40:16.3,49:09.6,0,0,9,3,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",533.324647,twitter
192.168.1.88,209.237.202.128,6,0,0,180,180,29:09.5,29:12.5,0,0,3,3,1,['scroll_feed'],3.003704,twitter
192.168.1.88,23.1.106.237,6,16409,16409,2687,2687,21:02.2,21:04.0,26,26,27,27,1,['scroll_feed'],1.845969,twitter
192.168.1.88,35.186.207.124,6,13666,4608,3765,1290,01:37.7,43:42.0,33,12,31,11,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",2524.339586,twitter
192.168.1.88,35.186.226.218,6,4554,4554,1289,1289,29:16.4,29:16.8,11,11,11,11,1,['scroll_feed'],0.312089,twitter
192.168.1.88,35.227.244.19,6,9162,4608,2566,1336,18:51.7,40:15.8,23,12,22,12,2,"['scroll_feed', 'scroll_feed']",1284.089305,twitter
192.168.1.88,35.244.206.129,6,10093,5118,2393,1223,21:01.3,40:16.2,26,14,23,12,2,"['scroll_feed', 'scroll_feed']",1154.913317,twitter
192.168.1.88,69.195.160.128,6,9006,4503,2591,1296,21:07.8,39:50.7,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",1122.892758,twitter
192.168.1.88,69.195.161.128,6,0,0,180,180,53:40.1,53:43.1,0,0,3,3,1,['scroll_feed'],3.009624,twitter
192.168.1.88,69.195.162.128,6,4503,4503,1294,1294,47:46.5,47:47.0,10,10,11,11,1,['scroll_feed'],0.499477,twitter
192.168.1.88,69.195.163.128,6,9006,4503,2590,1295,18:21.8,44:05.4,20,10,22,11,2,"['post_tweet', 'post_tweet']",1543.605535,twitter
192.168.1.88,69.195.165.128,6,0,0,540,180,17:49.5,52:12.5,0,0,9,3,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",2062.985396,twitter
192.168.1.88,69.195.166.128,6,9006,4503,2588,1295,01:37.3,21:02.2,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",1164.870836,twitter
192.168.1.88,69.195.167.128,6,0,0,480,180,38:39.2,52:17.4,0,0,8,3,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",818.195938,twitter
192.168.1.88,69.195.169.128,6,0,0,480,180,24:06.4,49:32.7,0,0,8,3,3,"['scroll_feed', 'post_tweet', 'scroll_feed']",1526.265025,twitter
192.168.1.88,69.195.170.128,6,0,0,360,180,18:46.7,43:45.0,0,0,6,3,2,"['scroll_feed', 'scroll_feed']",1498.362994,twitter
192.168.1.88,69.195.171.128,6,12711,4661,4178,1785,01:36.1,39:52.9,27,11,34,13,4,"['scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",2296.851424,twitter
192.168.1.88,69.195.172.128,6,4388,4388,1319,1319,39:47.7,39:50.3,10,10,11,11,1,['scroll_feed'],2.579973,twitter
192.168.1.88,69.195.173.128,6,0,0,360,180,38:44.5,42:11.0,0,0,6,3,2,"['scroll_feed', 'scroll_feed']",206.495186,twitter
192.168.1.88,69.195.176.128,6,6028,4016,1455,988,18:22.3,29:17.9,9,6,14,9,2,"['post_tweet', 'scroll_feed']",655.600864,twitter
192.168.1.88,69.195.177.128,6,0,0,300,180,40:50.8,47:50.1,0,0,5,3,2,"['post_tweet', 'scroll_feed']",419.214816,twitter
192.168.1.88,69.195.178.128,6,8775,4388,2590,1295,40:21.6,53:46.3,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",804.726159,twitter
192.168.1.88,69.195.179.128,6,9006,4503,2590,1295,39:52.8,40:44.8,20,10,22,11,2,"['scroll_feed', 'post_tweet']",52.048263,twitter
192.168.1.88,69.195.182.128,6,9006,4503,2601,1306,24:00.6,53:46.7,20,10,22,11,2,"['scroll_feed', 'scroll_feed']",1786.054302,twitter
192.168.1.88,69.195.183.128,6,0,0,120,120,00:06.8,00:07.8,0,0,2,2,1,['post_tweet'],1.002036,twitter
192.168.1.88,69.195.184.128,6,13365,4535,4713,1965,17:54.6,49:36.4,34,13,39,15,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",1901.802186,twitter
192.168.1.88,69.195.185.128,6,13113,4379,4146,1533,39:46.4,49:40.0,30,10,36,14,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",593.594065,twitter
192.168.1.88,69.195.186.128,6,8733,4367,2659,1353,18:42.5,24:00.1,20,10,23,12,2,"['scroll_feed', 'scroll_feed']",317.595528,twitter
192.168.1.88,72.21.91.70,6,652655,341590,52545,16044,59:59.6,53:42.0,627,249,612,249,20,"['post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed']",3222.43344,twitter
192.168.1.88,93.184.215.217,6,386540,386540,9103,9103,40:17.0,40:24.9,275,275,172,172,1,['scroll_feed'],7.969914,twitter
192.168.1.88,104.244.42.1,6,4996,4996,5801,5801,55:37.2,55:37.8,15,15,16,16,1,['post_tweet'],0.629793,twitter
192.168.1.88,104.244.42.129,6,66681,5530,116210,13121,14:08.4,52:34.6,218,23,253,26,13,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet']",2306.133292,twitter
192.168.1.88,104.244.42.130,6,202801,52069,135631,26032,14:04.0,59:59.8,416,79,486,89,7,"['post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",2755.799286,twitter
192.168.1.88,104.244.42.131,6,95424,5888,36050,2235,20:14.5,58:20.1,182,11,202,13,18,"['scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed']",2285.58678,twitter
192.168.1.88,104.244.42.134,6,12502,6251,3802,1904,33:11.2,33:36.7,22,11,22,11,2,"['post_tweet', 'post_tweet']",25.518133,twitter
192.168.1.88,104.244.42.193,6,26060,5469,45504,10398,33:17.8,39:28.9,88,21,100,24,5,"['post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed']",371.065733,twitter
192.168.1.88,104.244.42.194,6,95801,45941,42524,21259,01:59.0,55:33.4,157,76,190,90,3,"['scroll_feed', 'post_tweet', 'post_tweet']",3214.406349,twitter
192.168.1.88,104.244.42.195,6,32892,6375,12171,2079,09:25.8,39:49.7,61,11,67,12,6,"['post_tweet', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet']",1823.850289,twitter
192.168.1.88,104.244.42.198,6,156168,6252,47640,2076,14:04.0,59:48.6,273,11,276,12,25,"['post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed']",2744.58426,twitter
192.168.1.88,104.244.42.2,6,577423,48166,427032,24870,32:08.4,58:27.3,1272,78,1507,95,22,"['post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed']",1578.912875,twitter
192.168.1.88,104.244.42.3,6,11193,5890,4100,2083,14:08.6,14:34.6,21,11,23,12,2,"['post_tweet', 'post_tweet']",25.990586,twitter
192.168.1.88,104.244.42.65,6,15442,5233,29394,12233,02:03.6,59:54.0,50,18,63,22,3,"['scroll_feed', 'scroll_feed', 'scroll_feed']",3470.350499,twitter
192.168.1.88,104.244.42.66,6,8189,8189,5145,5145,26:05.4,26:07.1,11,11,15,15,1,['scroll_feed'],1.701783,twitter
192.168.1.88,104.244.42.67,6,26101,5509,9795,2237,02:03.6,59:52.7,52,11,59,13,5,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed']",3469.080047,twitter
192.168.1.88,104.244.42.70,6,12500,6250,3802,1902,01:59.0,09:21.9,22,11,22,11,2,"['scroll_feed', 'post_tweet']",442.968109,twitter
192.168.1.88,172.217.1.238,6,6855,6855,10027,10027,20:18.2,20:19.7,17,17,24,24,1,['scroll_feed'],1.496506,twitter
192.168.1.88,172.217.12.36,6,20966,19067,15042,7611,44:15.5,52:35.3,45,28,50,26,2,"['scroll_feed', 'post_tweet']",499.826353,twitter
192.168.1.88,192.229.210.163,6,2649920,630521,93325,17049,02:02.1,55:33.4,2001,439,1661,349,24,"['scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'scroll_feed', 'scroll_feed', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet', 'post_tweet']",3211.228166,twitter
192.168.1.88,199.232.8.158,6,122728,117405,7749,5673,14:07.1,20:18.3,121,106,99,81,2,"['post_tweet', 'scroll_feed']",371.180082,twitter
192.168.1.88,199.232.8.159,6,4881,4881,1074,1074,51:39.9,51:40.1,9,9,10,10,1,['post_tweet'],0.216872,twitter
192.168.1.88,209.237.192.128,6,8680,4366,2675,1383,02:01.9,44:07.9,19,10,23,12,2,"['scroll_feed', 'scroll_feed']",2525.960509,twitter
192.168.1.88,209.237.193.128,6,4389,4389,1469,1469,35:16.6,35:18.6,10,10,12,12,1,['post_tweet'],2.005676,twitter
192.168.1.88,209.237.194.128,6,18818,5309,5360,1483,20:18.6,42:40.8,43,13,47,14,4,"['scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",1342.207288,twitter
192.168.1.88,209.237.195.128,6,0,0,360,180,33:44.5,45:32.2,0,0,6,3,3,"['post_tweet', 'post_tweet', 'post_tweet']",707.650108,twitter
192.168.1.88,209.237.196.128,6,4503,4503,1292,1292,51:13.0,51:13.9,10,10,11,11,1,['post_tweet'],0.847221,twitter
192.168.1.88,209.237.197.128,6,0,0,480,180,39:52.0,58:20.3,0,0,8,3,3,"['post_tweet', 'scroll_feed', 'scroll_feed']",1108.300268,twitter
192.168.1.88,209.237.198.128,6,13509,4503,3888,1304,09:28.1,58:28.1,30,10,33,11,3,"['post_tweet', 'post_tweet', 'scroll_feed']",2939.920502,twitter
192.168.1.88,209.237.200.128,6,9066,4503,2935,1293,20:48.2,58:27.7,21,10,25,11,3,"['post_tweet', 'post_tweet', 'scroll_feed']",2259.542212,twitter
192.168.1.88,209.237.201.128,6,0,0,600,180,20:13.5,58:28.1,0,0,10,3,4,"['scroll_feed', 'post_tweet', 'scroll_feed', 'scroll_feed']",2294.536221,twitter
192.168.1.88,209.237.202.128,6,0,0,360,180,20:18.9,58:25.4,0,0,6,3,2,"['scroll_feed', 'scroll_feed']",2286.481748,twitter
192.168.1.88,209.237.203.128,6,0,0,720,180,26:09.1,52:08.5,0,0,12,3,4,"['scroll_feed', 'scroll_feed', 'scroll_feed', 'post_tweet']",1559.445696,twitter
192.168.1.88,216.58.193.138,6,40,40,75,75,33:42.4,33:42.4,1,1,1,1,1,['post_tweet'],0.05405,twitter
192.168.1.88,216.58.194.106,6,40,40,75,75,33:42.4,33:42.4,1,1,1,1,1,['post_tweet'],0.045031,twitter
192.168.1.88,216.58.194.36,6,0,0,208,208,44:15.1,44:16.7,0,0,4,4,1,['scroll_feed'],1.633844,twitter
192.168.1.88,23.1.106.236,6,513050,508006,15990,14774,20:42.3,42:10.6,370,360,253,242,2,"['post_tweet', 'scroll_feed']",1288.270474,twitter
192.168.1.88,23.1.106.237,6,15150,5073,3443,1213,39:19.2,52:32.0,29,10,33,12,3,"['scroll_feed', 'post_tweet', 'post_tweet']",792.731587,twitter
192.168.1.88,31.13.93.63,6,1784,1784,3139,3139,20:20.1,20:20.3,11,11,14,14,1,['scroll_feed'],0.260781,twitter
192.168.1.88,35.186.207.124,6,4555,4555,1291,1291,42:05.0,42:05.3,11,11,11,11,1,['scroll_feed'],0.3467,twitter
192.168.1.88,35.186.226.218,6,4555,4555,1237,1237,49:41.5,49:41.9,11,11,10,10,1,['scroll_feed'],0.320723,twitter
192.168.1.88,35.227.244.19,6,4555,4555,1231,1231,51:38.7,51:39.0,11,11,10,10,1,['post_tweet'],0.320995,twitter
